gender,cgpa,stream,work_experience,internship_experience,technical_proficiency,communication_skills,leadership_role,num_projects,competitions_won,final_package
Female,5.23,International Business,4.1,1.5,4.6,1.9,None,3,0,3 - 6 LPA
Male,9.27,HR,1.2,1.0,3.1,2.8,Coordinator,4,0,7 - 10 LPA
Male,4.91,Finance,2.2,0.9,2.7,2.6,None,4,1,3 - 6 LPA
Male,5.1,Finance,2.3,17.4,2.8,1.9,Member,1,0,3 - 6 LPA
Prefer not to say,6.74,Finance,4.8,2.6,2.8,2.1,Joint Coordinator,6,1,7 - 10 LPA
Female,6.78,Operations,68.0,8.8,3.4,3.7,Coordinator,6,0,16 - 20 LPA
Prefer not to say,9.61,Marketing,13.2,2.1,3.3,2.7,Organizer,4,0,7 - 10 LPA
Male,9.0,International Business,1.4,6.0,5.0,3.5,Joint Coordinator,1,1,7 - 10 LPA
Male,4.23,Finance,8.4,0.4,3.1,4.5,Joint Coordinator,0,0,3 - 6 LPA
Female,7.68,International Business,24.6,3.5,4.4,3.3,None,2,2,7 - 10 LPA
Prefer not to say,9.82,HR,3.3,18.1,5.0,3.4,Organizer,0,1,7 - 10 LPA
Female,8.24,HR,0.6,4.7,4.3,2.1,Organizer,2,0,3 - 6 LPA
Male,6.55,Business Analytics,2.4,10.7,1.9,1.3,Organizer,5,2,7 - 10 LPA
Prefer not to say,6.23,Operations,3.3,0.7,3.9,3.8,Organizer,3,1,3 - 6 LPA
Male,5.87,Marketing,35.5,5.3,3.3,2.8,Member,1,1,7 - 10 LPA
Prefer not to say,7.14,HR,36.9,21.8,2.2,2.3,Member,0,1,7 - 10 LPA
Prefer not to say,6.47,Operations,1.1,3.1,2.4,1.9,Joint Coordinator,3,1,3 - 6 LPA
Prefer not to say,8.6,Marketing,8.8,2.5,4.6,2.7,Organizer,1,1,7 - 10 LPA
Female,6.81,HR,32.5,2.7,3.2,3.6,Member,2,0,7 - 10 LPA
Female,6.37,HR,2.8,4.1,3.6,3.0,Member,4,1,3 - 6 LPA
Prefer not to say,6.4,HR,6.7,10.5,4.3,1.0,Joint Coordinator,1,2,3 - 6 LPA
Prefer not to say,7.67,Finance,4.1,12.1,1.8,1.8,None,1,0,3 - 6 LPA
Prefer not to say,6.5,Business Analytics,6.5,4.5,4.3,5.0,Member,2,2,3 - 6 LPA
Prefer not to say,6.44,Finance,10.4,4.6,2.7,3.1,Member,1,2,3 - 6 LPA
Prefer not to say,4.89,Business Analytics,63.0,13.2,2.5,4.4,None,2,1,11 - 15 LPA
Female,6.01,Business Analytics,63.5,4.4,2.6,2.5,Organizer,1,1,11 - 15 LPA
Prefer not to say,8.68,Marketing,6.6,24.3,3.4,1.8,Member,0,3,7 - 10 LPA
Prefer not to say,6.91,Finance,27.0,16.5,2.6,2.8,Organizer,4,1,7 - 10 LPA
Prefer not to say,6.35,Finance,27.6,6.8,3.3,4.9,Member,2,2,7 - 10 LPA
Prefer not to say,6.08,Business Analytics,6.9,13.2,4.3,1.0,None,1,1,3 - 6 LPA
Prefer not to say,9.28,HR,22.7,1.3,3.8,4.6,Member,1,1,7 - 10 LPA
Male,7.83,International Business,11.4,8.8,3.6,4.4,None,4,1,7 - 10 LPA
Male,7.25,HR,7.0,7.2,4.3,2.9,Coordinator,2,3,7 - 10 LPA
Male,7.21,International Business,2.2,4.6,3.2,1.9,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,8.75,Finance,2.8,0.2,3.6,2.3,None,3,1,7 - 10 LPA
Female,8.74,International Business,2.8,2.5,4.1,2.6,Coordinator,2,0,3 - 6 LPA
Female,5.82,Finance,2.1,2.9,3.6,1.8,Member,1,1,3 - 6 LPA
Female,9.49,Business Analytics,10.6,4.7,1.3,2.8,Member,0,1,7 - 10 LPA
Female,7.3,HR,5.5,4.6,4.1,1.4,Joint Coordinator,0,0,3 - 6 LPA
Female,5.51,Business Analytics,37.1,11.5,3.7,5.0,None,3,0,7 - 10 LPA
Female,8.06,Marketing,11.7,0.1,2.7,3.9,None,4,1,7 - 10 LPA
Prefer not to say,7.31,Operations,1.7,28.5,2.3,2.4,None,2,2,7 - 10 LPA
Male,8.34,Business Analytics,0.4,5.1,3.7,2.8,None,3,0,3 - 6 LPA
Prefer not to say,9.16,Marketing,30.4,3.8,4.3,3.1,None,2,3,11 - 15 LPA
Female,9.28,Operations,13.0,3.5,3.7,3.8,Joint Coordinator,1,2,7 - 10 LPA
Male,7.78,Finance,16.8,1.4,2.5,3.8,Coordinator,1,4,11 - 15 LPA
Male,4.43,HR,12.2,2.1,3.5,4.0,Organizer,2,1,3 - 6 LPA
Prefer not to say,7.54,Business Analytics,8.8,3.6,1.0,3.3,Coordinator,0,0,3 - 6 LPA
Prefer not to say,5.67,Finance,7.5,0.8,5.0,3.1,Member,3,1,3 - 6 LPA
Female,8.21,HR,8.6,3.2,2.3,3.5,Member,1,0,3 - 6 LPA
Male,5.38,HR,13.0,9.6,2.4,4.2,Member,5,0,3 - 6 LPA
Male,6.81,Business Analytics,29.7,4.2,3.8,4.7,Joint Coordinator,3,2,7 - 10 LPA
Male,8.05,Operations,8.0,0.8,1.7,2.7,Member,2,2,7 - 10 LPA
Female,9.59,Marketing,17.4,0.2,2.5,3.5,Coordinator,2,2,11 - 15 LPA
Female,9.68,International Business,38.0,6.9,2.1,2.9,Organizer,1,0,11 - 15 LPA
Female,7.22,Business Analytics,2.6,0.0,1.9,2.8,Organizer,1,0,3 - 6 LPA
Male,8.29,Operations,24.8,3.6,2.5,3.0,Joint Coordinator,0,0,7 - 10 LPA
Female,7.26,Marketing,20.2,5.6,2.1,2.7,None,3,3,11 - 15 LPA
Prefer not to say,7.07,Finance,4.6,16.5,1.9,2.9,Coordinator,1,1,3 - 6 LPA
Male,6.03,International Business,1.1,17.2,3.6,3.5,Member,3,0,3 - 6 LPA
Male,6.07,International Business,2.2,38.2,2.9,2.4,None,2,0,3 - 6 LPA
Female,8.7,Finance,6.1,5.4,3.6,3.3,Coordinator,3,2,7 - 10 LPA
Prefer not to say,6.31,Operations,22.4,3.4,2.1,1.3,Organizer,3,0,3 - 6 LPA
Male,4.25,Marketing,12.3,4.7,3.7,2.0,Joint Coordinator,2,2,3 - 6 LPA
Female,6.72,Business Analytics,23.7,8.8,3.9,3.4,Member,2,1,7 - 10 LPA
Prefer not to say,7.91,Operations,2.9,0.3,1.9,3.8,Organizer,3,0,3 - 6 LPA
Prefer not to say,5.32,Finance,4.5,5.0,1.6,3.0,Organizer,0,0,3 - 6 LPA
Female,9.91,HR,9.5,12.1,3.0,4.2,Member,2,0,7 - 10 LPA
Male,8.99,Business Analytics,1.3,8.9,4.0,1.7,Coordinator,2,1,7 - 10 LPA
Male,9.51,International Business,14.1,9.9,2.4,1.0,None,3,0,7 - 10 LPA
Male,7.85,International Business,18.9,5.2,2.8,1.9,Coordinator,3,0,7 - 10 LPA
Prefer not to say,9.34,Finance,9.6,8.2,3.4,2.1,Coordinator,1,0,7 - 10 LPA
Prefer not to say,4.91,International Business,1.4,1.6,3.3,2.4,Member,0,1,3 - 6 LPA
Female,9.67,International Business,40.6,1.5,2.7,3.1,Joint Coordinator,2,0,11 - 15 LPA
Prefer not to say,4.46,Operations,7.5,6.7,1.0,2.4,Coordinator,0,0,3 - 6 LPA
Male,4.6,International Business,24.7,0.9,1.3,4.0,Coordinator,2,1,3 - 6 LPA
Male,6.95,Marketing,5.4,4.9,2.3,2.9,Member,1,2,3 - 6 LPA
Female,6.51,Business Analytics,13.1,1.0,3.8,3.8,Organizer,1,0,3 - 6 LPA
Prefer not to say,8.96,HR,16.7,13.5,3.1,2.4,Organizer,1,1,7 - 10 LPA
Male,5.15,Finance,4.8,6.1,4.1,2.9,Member,1,2,3 - 6 LPA
Prefer not to say,8.62,Marketing,1.8,0.2,2.1,2.1,Organizer,5,4,11 - 15 LPA
Prefer not to say,8.23,Marketing,28.5,18.5,3.0,1.5,Member,2,0,7 - 10 LPA
Female,6.0,Operations,8.7,4.5,2.6,1.0,Member,1,0,3 - 6 LPA
Male,5.18,Business Analytics,13.1,9.3,2.2,4.1,None,3,1,3 - 6 LPA
Male,4.71,Operations,2.9,8.9,2.7,3.0,Member,3,2,3 - 6 LPA
Male,5.7,HR,4.2,1.7,4.2,2.6,Coordinator,2,1,3 - 6 LPA
Male,6.6,Business Analytics,3.2,4.0,4.3,2.6,Joint Coordinator,1,0,3 - 6 LPA
Male,9.45,HR,11.5,11.7,3.0,2.3,None,2,0,7 - 10 LPA
Male,6.44,HR,30.1,16.8,2.6,2.1,Member,3,2,7 - 10 LPA
Female,6.75,Finance,7.1,5.2,2.7,3.0,Coordinator,4,0,3 - 6 LPA
Female,8.85,Finance,4.5,9.6,1.6,3.1,Member,4,2,7 - 10 LPA
Female,8.99,HR,12.8,3.8,1.6,3.9,Joint Coordinator,1,0,7 - 10 LPA
Male,4.48,International Business,0.0,5.6,4.3,2.3,Coordinator,2,1,3 - 6 LPA
Male,9.78,Operations,41.3,11.3,2.9,3.8,Member,6,3,21 LPA or more
Male,8.71,Marketing,34.6,1.5,1.6,4.6,Member,2,1,11 - 15 LPA
Male,4.46,International Business,13.9,16.1,3.3,2.7,Member,0,0,3 - 6 LPA
Female,8.54,International Business,13.2,9.2,2.8,3.3,Joint Coordinator,2,2,7 - 10 LPA
Female,9.62,HR,13.2,7.2,4.3,3.1,Organizer,0,0,7 - 10 LPA
Male,6.82,Finance,1.2,7.3,1.5,2.3,None,0,2,3 - 6 LPA
Female,7.39,HR,3.9,5.8,3.0,2.7,None,4,2,7 - 10 LPA
Female,9.32,Business Analytics,0.8,0.9,2.9,3.0,Member,1,2,7 - 10 LPA
Male,4.24,Marketing,16.0,11.1,3.8,3.5,Coordinator,2,0,3 - 6 LPA
Male,9.06,International Business,42.7,6.4,2.2,2.2,Member,2,1,11 - 15 LPA
Female,8.85,HR,37.9,3.3,4.2,2.5,None,3,1,11 - 15 LPA
Prefer not to say,9.59,HR,4.3,7.9,2.0,1.8,None,2,1,7 - 10 LPA
Male,8.15,HR,21.0,1.0,2.6,1.0,None,1,1,7 - 10 LPA
Male,8.26,Marketing,41.0,5.0,2.3,3.2,Organizer,4,1,11 - 15 LPA
Female,4.36,HR,24.0,0.2,2.9,3.1,None,3,1,3 - 6 LPA
Prefer not to say,6.63,Business Analytics,6.7,5.0,1.6,3.0,Member,2,2,7 - 10 LPA
Prefer not to say,8.9,Finance,6.9,2.1,3.5,4.1,Coordinator,4,2,11 - 15 LPA
Prefer not to say,7.05,International Business,1.3,8.0,3.6,3.1,Coordinator,1,0,3 - 6 LPA
Male,7.68,Marketing,19.2,7.7,3.3,3.3,Organizer,0,0,3 - 6 LPA
Prefer not to say,8.12,Business Analytics,10.4,1.3,1.0,4.2,None,2,0,3 - 6 LPA
Prefer not to say,4.35,Business Analytics,29.1,19.4,2.0,4.4,Joint Coordinator,5,0,3 - 6 LPA
Female,5.75,HR,22.6,13.5,2.7,4.8,Member,0,0,3 - 6 LPA
Prefer not to say,6.25,International Business,9.3,5.6,4.0,2.6,None,1,2,3 - 6 LPA
Male,7.09,Business Analytics,1.4,6.4,3.5,2.7,None,2,1,3 - 6 LPA
Male,5.8,Business Analytics,0.7,8.2,3.8,4.2,Organizer,2,2,3 - 6 LPA
Male,4.61,HR,1.0,2.6,3.1,3.9,Member,2,0,3 - 6 LPA
Male,5.4,International Business,10.9,2.3,2.8,1.8,None,3,0,3 - 6 LPA
Prefer not to say,7.45,International Business,9.3,6.5,3.7,3.8,Member,2,1,3 - 6 LPA
Prefer not to say,5.73,Finance,3.5,3.0,4.1,4.6,None,2,0,3 - 6 LPA
Prefer not to say,4.78,HR,27.8,8.2,2.4,1.9,Member,3,0,3 - 6 LPA
Prefer not to say,8.7,International Business,17.4,6.9,5.0,4.7,Member,2,1,7 - 10 LPA
Female,7.28,International Business,18.2,57.0,1.1,1.3,Member,4,3,11 - 15 LPA
Female,6.57,HR,9.4,22.8,2.1,4.7,Member,0,1,3 - 6 LPA
Prefer not to say,9.01,Business Analytics,20.9,3.7,3.9,2.8,Coordinator,1,3,11 - 15 LPA
Prefer not to say,4.86,Operations,0.4,1.6,2.3,3.8,Coordinator,2,1,3 - 6 LPA
Prefer not to say,6.26,Finance,5.4,0.7,1.0,2.8,Member,3,1,3 - 6 LPA
Female,7.7,Business Analytics,17.3,1.3,2.4,3.9,None,4,0,7 - 10 LPA
Male,8.56,Business Analytics,21.5,9.3,3.3,2.8,Organizer,1,1,7 - 10 LPA
Female,5.71,HR,11.0,11.5,3.9,4.5,Coordinator,2,1,3 - 6 LPA
Male,5.27,Operations,8.5,3.3,3.1,2.5,Member,1,1,3 - 6 LPA
Female,9.13,Finance,0.0,12.8,4.3,2.2,Coordinator,1,1,7 - 10 LPA
Female,9.53,Operations,0.8,3.9,2.3,4.5,Organizer,2,1,7 - 10 LPA
Female,7.04,Business Analytics,6.8,1.8,2.2,4.2,Organizer,2,2,7 - 10 LPA
Female,8.68,International Business,15.4,0.4,4.3,2.8,Member,1,3,11 - 15 LPA
Male,4.7,Business Analytics,0.2,0.7,3.4,1.2,Organizer,0,0,3 - 6 LPA
Prefer not to say,5.09,Operations,15.0,5.7,1.4,3.3,Coordinator,1,0,3 - 6 LPA
Male,9.39,Operations,58.5,6.3,3.2,3.7,None,0,1,11 - 15 LPA
Prefer not to say,8.1,HR,4.4,3.0,2.1,5.0,None,1,0,3 - 6 LPA
Prefer not to say,9.76,Finance,24.0,3.7,3.5,2.5,Member,1,0,7 - 10 LPA
Female,9.28,HR,2.1,0.8,1.2,3.0,Organizer,2,0,3 - 6 LPA
Male,4.85,Finance,25.8,13.0,2.6,2.7,None,0,2,3 - 6 LPA
Female,8.08,Operations,18.7,16.4,3.4,4.4,Member,0,0,3 - 6 LPA
Prefer not to say,5.79,Business Analytics,12.3,1.8,3.2,2.7,Member,1,0,3 - 6 LPA
Female,8.82,International Business,12.5,13.9,3.7,3.0,Organizer,4,0,7 - 10 LPA
Male,7.54,International Business,19.2,8.9,2.8,1.8,Joint Coordinator,1,0,3 - 6 LPA
Female,9.42,HR,3.9,2.1,2.9,4.2,None,0,1,7 - 10 LPA
Female,9.91,Operations,13.3,1.8,2.2,3.1,Member,4,0,7 - 10 LPA
Prefer not to say,7.91,Marketing,11.5,3.7,1.0,3.0,Coordinator,2,1,7 - 10 LPA
Male,7.07,Business Analytics,40.7,0.2,4.2,3.0,Coordinator,2,2,11 - 15 LPA
Prefer not to say,4.43,International Business,5.9,1.6,2.1,2.3,Member,1,1,3 - 6 LPA
Male,5.23,HR,4.2,16.2,3.8,3.7,Member,0,1,3 - 6 LPA
Male,5.58,Marketing,12.9,10.4,3.3,3.2,None,2,0,3 - 6 LPA
Female,9.28,Finance,2.5,11.9,1.9,1.5,Organizer,0,0,3 - 6 LPA
Male,9.33,International Business,0.4,3.1,2.9,2.7,Organizer,1,2,7 - 10 LPA
Female,7.54,Marketing,2.3,1.8,1.4,3.3,None,4,0,3 - 6 LPA
Prefer not to say,5.92,Operations,2.5,10.0,2.9,4.6,Coordinator,1,2,3 - 6 LPA
Female,5.59,Business Analytics,16.5,2.7,2.2,5.0,Member,3,2,7 - 10 LPA
Prefer not to say,9.13,Finance,9.4,10.8,2.6,2.7,None,5,1,7 - 10 LPA
Male,8.47,Operations,11.4,5.6,3.4,2.9,Member,2,2,7 - 10 LPA
Prefer not to say,9.43,Business Analytics,0.1,0.0,2.5,3.0,None,2,0,3 - 6 LPA
Female,7.13,Operations,7.2,0.3,1.9,1.4,Member,2,5,11 - 15 LPA
Male,4.66,International Business,8.7,9.9,4.9,3.0,Member,3,0,3 - 6 LPA
Prefer not to say,9.19,Finance,8.1,8.3,1.0,3.9,Coordinator,3,1,7 - 10 LPA
Prefer not to say,9.18,Operations,6.7,6.1,4.5,3.4,Member,5,0,7 - 10 LPA
Female,9.98,Operations,8.6,0.1,2.1,2.7,None,0,0,7 - 10 LPA
Female,4.32,Operations,17.5,0.5,2.9,2.8,None,4,0,3 - 6 LPA
Male,4.46,HR,22.6,0.4,1.4,3.4,Organizer,4,3,7 - 10 LPA
Female,7.57,HR,17.6,3.0,1.0,2.9,Organizer,3,1,7 - 10 LPA
Male,8.67,Finance,6.0,3.8,2.7,1.9,Organizer,1,4,11 - 15 LPA
Prefer not to say,5.78,International Business,4.0,10.6,1.9,3.8,Member,2,1,3 - 6 LPA
Prefer not to say,9.45,Operations,8.7,8.2,1.0,2.1,None,2,1,7 - 10 LPA
Prefer not to say,9.36,International Business,50.1,3.9,3.2,2.7,None,4,1,16 - 20 LPA
Prefer not to say,7.51,Finance,8.7,2.2,2.9,2.9,Joint Coordinator,1,1,3 - 6 LPA
Prefer not to say,6.33,International Business,8.2,10.8,3.3,3.0,Joint Coordinator,2,4,7 - 10 LPA
Female,7.45,International Business,9.0,5.0,3.2,2.8,Coordinator,2,0,3 - 6 LPA
Prefer not to say,8.1,International Business,5.6,14.4,4.2,4.4,None,1,3,7 - 10 LPA
Male,8.26,Operations,0.9,6.0,3.7,3.7,Member,4,1,7 - 10 LPA
Prefer not to say,8.14,HR,6.2,20.6,3.0,2.0,Member,2,0,3 - 6 LPA
Female,8.3,Operations,59.1,9.8,2.6,3.9,Organizer,2,1,11 - 15 LPA
Prefer not to say,9.42,International Business,1.3,10.4,2.0,4.0,Member,2,2,7 - 10 LPA
Prefer not to say,7.01,International Business,13.9,2.2,3.2,1.6,None,2,1,7 - 10 LPA
Prefer not to say,6.03,HR,8.0,0.6,2.5,4.7,None,3,3,7 - 10 LPA
Female,6.02,Marketing,7.2,8.0,3.2,3.6,Member,2,1,3 - 6 LPA
Male,7.81,Business Analytics,5.2,9.4,2.8,4.4,Coordinator,1,2,7 - 10 LPA
Prefer not to say,4.1,Marketing,5.8,1.3,3.4,3.4,Joint Coordinator,1,0,3 - 6 LPA
Male,9.45,HR,10.5,6.4,4.8,1.8,Member,1,2,7 - 10 LPA
Male,4.9,Marketing,6.9,3.2,3.7,3.2,Member,0,0,3 - 6 LPA
Female,5.16,Finance,10.5,3.4,2.1,3.8,Member,6,0,3 - 6 LPA
Male,4.04,HR,18.4,16.6,3.5,1.9,None,5,1,3 - 6 LPA
Male,4.01,Operations,19.7,8.4,2.2,4.2,None,2,1,3 - 6 LPA
Prefer not to say,4.48,Operations,21.1,0.1,3.0,3.6,None,1,1,3 - 6 LPA
Prefer not to say,9.06,International Business,6.7,1.8,2.7,4.0,Member,0,1,7 - 10 LPA
Male,5.53,Operations,8.5,0.4,4.5,3.5,Member,2,0,3 - 6 LPA
Prefer not to say,4.93,HR,9.9,4.5,3.6,5.0,Member,2,0,3 - 6 LPA
Male,8.03,Business Analytics,6.4,0.1,2.2,1.9,Organizer,1,1,3 - 6 LPA
Prefer not to say,6.76,HR,54.7,0.3,3.1,3.6,None,4,0,11 - 15 LPA
Male,5.2,Marketing,10.3,13.8,4.1,1.7,Member,3,3,7 - 10 LPA
Male,8.02,Operations,4.5,1.7,3.2,4.8,None,2,1,7 - 10 LPA
Female,5.75,Finance,18.9,9.8,2.1,1.9,None,4,1,7 - 10 LPA
Prefer not to say,4.94,International Business,17.7,0.6,4.1,2.7,Member,1,1,3 - 6 LPA
Prefer not to say,9.93,Operations,16.8,8.4,3.8,1.9,Member,0,1,7 - 10 LPA
Male,8.18,International Business,3.8,0.4,1.7,2.9,None,2,1,7 - 10 LPA
Female,6.27,Business Analytics,25.4,1.2,2.8,2.4,Joint Coordinator,2,1,7 - 10 LPA
Prefer not to say,6.59,Marketing,7.2,6.3,3.0,3.5,Joint Coordinator,2,0,3 - 6 LPA
Male,6.37,International Business,5.7,0.6,1.1,2.2,Member,0,0,3 - 6 LPA
Female,9.32,Marketing,5.4,7.5,1.7,4.9,Organizer,1,1,7 - 10 LPA
Prefer not to say,5.29,HR,1.9,12.7,5.0,2.0,Coordinator,3,2,3 - 6 LPA
Prefer not to say,5.07,HR,23.2,10.8,5.0,4.8,Coordinator,3,3,7 - 10 LPA
Female,4.97,International Business,7.9,6.5,1.7,4.5,None,2,1,3 - 6 LPA
Male,7.28,Finance,15.8,4.4,2.1,3.0,None,1,0,3 - 6 LPA
Prefer not to say,9.78,Marketing,44.0,2.5,3.5,5.0,Member,2,2,16 - 20 LPA
Prefer not to say,9.42,Operations,35.9,4.5,2.0,1.8,None,2,0,11 - 15 LPA
Female,9.89,Business Analytics,19.7,11.4,3.0,2.4,Member,4,1,11 - 15 LPA
Prefer not to say,5.63,HR,0.7,2.7,4.2,2.5,Coordinator,3,0,3 - 6 LPA
Prefer not to say,7.76,HR,15.4,8.9,4.6,2.3,Member,3,2,7 - 10 LPA
Male,7.14,Operations,6.4,4.5,1.1,3.8,Coordinator,1,0,3 - 6 LPA
Prefer not to say,9.7,Finance,13.1,10.1,3.9,2.8,Organizer,3,1,7 - 10 LPA
Prefer not to say,4.87,Business Analytics,14.0,4.0,2.8,2.2,Coordinator,2,0,3 - 6 LPA
Male,8.94,Finance,15.7,2.1,3.0,4.2,Member,4,0,7 - 10 LPA
Female,4.18,HR,0.3,3.0,5.0,3.5,Joint Coordinator,0,0,3 - 6 LPA
Prefer not to say,4.15,Operations,21.1,0.9,3.3,3.9,Organizer,1,3,3 - 6 LPA
Prefer not to say,7.52,International Business,5.6,42.4,3.6,4.4,Coordinator,2,0,3 - 6 LPA
Prefer not to say,6.37,HR,40.0,5.9,2.1,2.2,Organizer,2,1,7 - 10 LPA
Prefer not to say,5.9,Operations,22.9,1.2,3.7,4.1,None,3,1,7 - 10 LPA
Male,4.89,Marketing,12.9,8.1,3.1,3.3,Member,2,4,7 - 10 LPA
Female,5.39,Business Analytics,5.3,3.5,2.0,1.5,None,4,0,3 - 6 LPA
Male,8.74,Business Analytics,11.4,5.2,4.0,3.4,Joint Coordinator,4,3,11 - 15 LPA
Prefer not to say,5.31,HR,11.1,11.1,3.2,2.8,Coordinator,2,0,3 - 6 LPA
Prefer not to say,6.84,HR,17.2,6.0,3.9,2.8,Member,2,1,7 - 10 LPA
Prefer not to say,7.17,Business Analytics,24.4,1.5,1.4,3.2,Organizer,6,1,11 - 15 LPA
Female,9.45,International Business,8.1,2.3,1.8,1.0,Joint Coordinator,0,1,7 - 10 LPA
Prefer not to say,7.53,Marketing,6.8,5.7,2.5,3.1,None,3,0,3 - 6 LPA
Male,5.01,Operations,0.7,13.9,4.9,3.4,Member,7,3,7 - 10 LPA
Prefer not to say,7.51,Marketing,0.2,2.4,3.0,2.3,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,4.72,Finance,10.7,0.5,2.6,3.1,None,0,1,3 - 6 LPA
Female,4.17,Marketing,12.8,10.9,2.3,3.4,Joint Coordinator,2,5,7 - 10 LPA
Prefer not to say,8.07,International Business,24.6,6.5,1.9,1.5,Member,1,4,11 - 15 LPA
Prefer not to say,4.21,Marketing,26.3,2.0,1.1,2.5,Member,1,1,3 - 6 LPA
Male,8.88,Marketing,5.3,1.4,4.2,4.2,Organizer,1,2,7 - 10 LPA
Female,4.55,Marketing,8.5,1.5,3.0,1.3,Coordinator,4,2,3 - 6 LPA
Male,5.38,Finance,14.2,4.4,4.0,4.3,Member,0,0,3 - 6 LPA
Prefer not to say,9.61,Marketing,29.8,2.0,2.8,1.8,Member,3,0,11 - 15 LPA
Male,9.39,HR,0.6,18.3,3.5,3.2,Organizer,1,1,7 - 10 LPA
Female,5.99,International Business,47.4,10.4,2.0,3.5,Organizer,4,0,7 - 10 LPA
Female,4.38,Marketing,23.8,5.8,2.1,2.5,Organizer,0,0,3 - 6 LPA
Male,6.72,Operations,4.3,1.8,3.0,4.1,Coordinator,1,0,3 - 6 LPA
Prefer not to say,6.88,Operations,3.1,0.8,2.8,2.4,Coordinator,1,3,7 - 10 LPA
Prefer not to say,4.98,Operations,3.4,13.2,3.2,3.8,Coordinator,5,0,3 - 6 LPA
Male,8.46,HR,9.6,2.1,3.6,4.0,None,2,0,3 - 6 LPA
Male,9.42,HR,1.6,6.4,2.4,4.2,Member,3,0,7 - 10 LPA
Female,5.69,Operations,33.1,20.5,2.9,2.2,Coordinator,1,1,7 - 10 LPA
Female,7.22,Business Analytics,16.2,7.3,3.3,2.7,Organizer,5,1,7 - 10 LPA
Prefer not to say,8.29,Marketing,39.5,9.6,2.1,3.3,Organizer,2,0,7 - 10 LPA
Prefer not to say,8.25,Finance,19.9,2.0,2.7,1.1,Coordinator,0,1,7 - 10 LPA
Female,9.12,Operations,24.3,6.5,3.2,1.0,Joint Coordinator,2,2,11 - 15 LPA
Prefer not to say,4.85,Finance,56.8,5.3,5.0,4.3,Joint Coordinator,2,1,7 - 10 LPA
Prefer not to say,9.49,International Business,11.2,0.9,2.2,3.2,Organizer,1,1,7 - 10 LPA
Male,6.82,Operations,40.5,7.6,3.7,3.3,None,0,2,7 - 10 LPA
Male,9.75,Marketing,20.7,11.4,3.8,1.0,Coordinator,2,0,7 - 10 LPA
Prefer not to say,4.86,Operations,7.0,8.1,2.9,3.8,Organizer,1,3,3 - 6 LPA
Prefer not to say,5.54,Marketing,11.3,19.4,3.3,2.4,Organizer,5,0,3 - 6 LPA
Prefer not to say,4.21,International Business,26.7,11.4,1.6,4.3,None,0,3,7 - 10 LPA
Female,8.97,Finance,20.6,6.0,3.9,2.8,Organizer,2,0,7 - 10 LPA
Prefer not to say,7.26,Operations,4.8,1.5,1.7,3.1,Coordinator,3,0,3 - 6 LPA
Male,6.46,Finance,24.8,8.8,3.6,1.7,Member,3,3,11 - 15 LPA
Female,9.75,Finance,13.6,6.1,3.4,3.9,Coordinator,2,0,7 - 10 LPA
Prefer not to say,7.03,Operations,9.1,35.2,4.3,3.5,None,3,0,3 - 6 LPA
Prefer not to say,7.29,Business Analytics,15.1,5.3,3.0,3.0,Member,3,0,3 - 6 LPA
Male,4.03,HR,3.1,0.0,2.4,4.7,Member,4,1,3 - 6 LPA
Female,5.33,Marketing,3.6,3.2,2.5,2.5,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,6.43,Business Analytics,1.6,4.6,3.1,2.9,None,3,0,3 - 6 LPA
Female,7.14,Finance,10.8,3.8,3.7,3.5,Member,1,1,3 - 6 LPA
Male,8.17,Marketing,7.2,0.9,3.3,4.0,Joint Coordinator,1,2,7 - 10 LPA
Male,9.83,Finance,2.2,5.0,3.1,4.4,Organizer,0,1,7 - 10 LPA
Female,8.37,HR,21.5,8.8,1.9,3.6,Member,3,1,7 - 10 LPA
Female,5.35,International Business,10.6,5.6,3.4,1.8,Member,2,1,3 - 6 LPA
Prefer not to say,9.82,Operations,24.9,8.3,2.4,4.4,Organizer,3,0,11 - 15 LPA
Female,7.31,Business Analytics,5.8,3.3,4.2,3.0,Joint Coordinator,2,1,3 - 6 LPA
Female,8.48,Finance,1.9,1.5,1.5,1.7,Member,2,1,7 - 10 LPA
Prefer not to say,5.39,International Business,19.0,4.8,4.3,2.8,Member,2,3,7 - 10 LPA
Female,8.52,HR,8.5,4.8,3.5,2.5,Coordinator,0,0,3 - 6 LPA
Prefer not to say,7.5,HR,13.6,9.0,5.0,5.0,None,4,1,7 - 10 LPA
Female,7.68,Business Analytics,0.5,4.2,3.2,4.4,Organizer,2,2,7 - 10 LPA
Female,9.43,Business Analytics,3.4,27.4,3.9,4.1,Member,2,1,7 - 10 LPA
Male,8.18,International Business,15.1,0.7,3.7,3.9,Member,1,0,3 - 6 LPA
Female,6.36,Finance,4.9,1.6,3.5,4.2,None,1,1,3 - 6 LPA
Male,8.77,HR,51.0,7.8,2.4,2.4,Member,1,1,11 - 15 LPA
Prefer not to say,8.89,Marketing,6.7,3.9,3.9,3.8,Member,1,0,3 - 6 LPA
Male,8.63,Operations,14.6,3.9,2.3,3.7,Member,6,1,11 - 15 LPA
